NomAgente,DscTipologia,DatInicioProjeto,DatConclusaoProjeto,UF,VlrCustoTotal,VlrRcbGlobal,VlrEnergiaEconomizadaTotal,VlrRetiradaDemandaPontaTotal,Score
ESCELSA,Baixa Renda,2013-02-26,2014-04-30,Espírito Santo,0.0,0.65,4137.48,1624.34,0.0
Elektro - Eletricidade e Servicos S/A,Poder Público,2009-01-01,2010-03-31,São Paulo,0.0,0.64,3416.25,510.15,0.0
Elektro - Eletricidade e Servicos S/A,Poder Público,2010-01-01,2011-03-31,São Paulo,0.0,0.79,27.52,0.49,0.0
Elektro - Eletricidade e Servicos S/A,Poder Público,2010-05-24,2011-03-31,São Paulo,0.0,0.79,13.56,2.13,0.0
Elektro - Eletricidade e Servicos S/A,Serviços Públicos,2010-01-01,2011-03-31,São Paulo,0.0,0.77,1212.92,188.45,0.0
Elektro - Eletricidade e Serviços S/A,Baixa Renda,2008-02-22,2008-12-31,São Paulo,0.0,0.0,4343.06,3548.78,0.0
Elektro - Eletricidade e Serviços S/A,Gestão Energética Municipal,2015-06-15,2016-06-30,São Paulo,0.0,0.0,0.0,0.0,0.0
Elektro - Eletricidade e Serviços S/A,Gestão Energética Municipal,2016-07-20,2017-07-30,São Paulo,0.0,0.0,0.0,0.0,0.0
Elektro - Eletricidade e Serviços S/A,Poder Público,2008-02-22,2009-02-21,São Paulo,0.0,0.0,1407.1,337.46,0.0
Elektro - Eletricidade e Serviços S/A,Residencial,2016-12-28,2021-12-27,São Paulo,0.0,1.3,306.54,3.45,0.0033058505204003152
Elektro Eletricidade e Serviços S/A,Industrial,2015-07-01,2016-06-30,São Paulo,0.0,0.68,1862.54,255.41,0.0
Empresa Luz e Forca Santa Maria S.A.,Iluminação Pública,2022-12-01,2023-11-30,Espírito Santo,2483186.74,1.11,926.21,218.03,9.636179258890223e-11
Empresa Luz e Forca Santa Maria S.A.,Iluminação Pública,2023-11-08,2024-10-31,Espírito Santo,1513692.53,0.78,361.88,82.62,3.131624073615294e-11
Empresa Luz e Força Santa Maria S.A.,Baixa Renda,1998-01-01,1999-12-31,Espírito Santo,91386.0,0.06,938.9,643.08,1.846106710174456e-09
Empresa Luz e Força Santa Maria S.A.,Baixa Renda,1999-01-01,2000-12-31,Espírito Santo,190108.8,0.11,1903.98,1304.1,3.5992204475860107e-09
Empresa Luz e Força Santa Maria S.A.,Educacional,1998-01-01,1999-12-31,Espírito Santo,122748.4,0.0,58.0,36.25,1.3168501612856385e-10
Empresa Luz e Força Santa Maria S.A.,Educacional,2004-01-01,2005-12-31,Espírito Santo,176181.12,0.0,108.78,67.99,2.1400044182242396e-10
Empresa Luz e Força Santa Maria S.A.,Iluminação Pública,2005-01-01,2006-12-31,Espírito Santo,581346.8,0.0,4514.360000000001,165.25,1.7168797687330943e-09
Empresa Luz e Força Santa Maria S.A.,Industrial,2001-01-01,2002-12-31,Espírito Santo,172769.0,0.0,582.05,66.46000000000001,8.006013744460278e-10
Empresa Luz e Força Santa Maria S.A.,Industrial,2004-01-01,2005-12-31,Espírito Santo,34500.0,0.0,0.0,0.0,0.0
Empresa Luz e Força Santa Maria S.A.,Pelo Lado da Oferta/Perdas,2005-01-01,2006-12-31,Espírito Santo,565169.98,0.0,879.54,964.0,6.957272085934792e-10
Empresa Luz e Força Santa Maria S.A.,Poder Público,2000-01-01,2001-12-31,Espírito Santo,252508.52,0.96,166.78,104.24,3.456854579509878e-10
Empresa Luz e Força Santa Maria S.A.,Residencial,2005-01-01,2006-12-31,Espírito Santo,312332.24,0.76,2232.79,758.66,2.042821539820297e-09
Empresa Luz e Força Santa Maria S.A.,Serviços Públicos,2022-12-06,2023-11-30,Espírito Santo,412465.36,0.25,30.65,100.44,3.3893592214301505e-11
Empresa Luz e Força Santa Maria S.A.,Treinamento,2003-01-01,2004-12-31,Espírito Santo,252508.52,0.0,166.78,104.24,3.456854579509878e-10
Empresa Luz e Força Santa Maria S/A.,Baixa Renda,2011-08-23,2012-08-22,Espírito Santo,0.0,0.66,601.38,98.55,0.0
Empresa Luz e Força Santa Maria S/A.,Baixa Renda,2012-03-12,2013-02-28,Espírito Santo,0.0,0.46,478.67,108.35,0.0
Empresa Luz e Força Santa Maria S/A.,Residencial,2012-03-02,2013-02-28,Espírito Santo,0.0,0.46,476.53,116.69,0.0
Enel Distribuicao Ceara,Baixa Renda,2017-02-01,2018-02-01,Ceará,0.0,0.26,795.13,222.88,0.0
Enel Distribuicao Ceara,Baixa Renda,2019-02-13,2020-04-01,Ceará,0.0,0.52,4454.8,1130.85,0.0
Enel Distribuicao Ceara,Baixa Renda,2019-04-02,2020-05-13,Ceará,0.0,0.47,35419.149999999994,0.0,0.0
Enel Distribuicao Ceara,Baixa Renda,2020-01-31,2021-03-31,Ceará,0.0,0.47,4665.57,1156.27,0.0
Enel Distribuicao Ceara,Baixa Renda,2020-05-08,2021-05-31,Ceará,2726000.22,0.3,14857.92,0.0,5.812562767667758e-10
Enel Distribuicao Ceara,Baixa Renda,2021-02-03,2022-03-31,Ceará,11302523.2,0.62,2579.55,991.46,3.369389258661036e-11
Enel Distribuicao Ceara,Baixa Renda,2022-01-24,2023-03-31,Ceará,3009335.02,0.45,10090.78,0.0,3.575935901024566e-10
Enel Distribuicao Ceara,Baixa Renda,2022-01-24,2025-06-23,Ceará,16101027.8,0.64,3296.52,1246.99,3.009354957130005e-11
Enel Distribuicao Ceara,Baixa Renda,2022-10-03,2024-03-31,Ceará,9928220.51,0.62,1644.59,634.61,2.448198060500558e-11
Enel Distribuicao Ceara,Baixa Renda,2023-02-13,2025-03-31,Ceará,2500000.0,0.32,9433.38,0.0,4.0240451701529143e-10
Enel Distribuicao Ceara,Comércio e Serviços,2019-02-11,2020-08-11,Ceará,0.0,0.7,21.63,0.71,0.0
Enel Distribuicao Ceara,Comércio e Serviços,2019-02-11,2020-11-13,Ceará,0.0,0.35,35.05,2.76,0.0
Enel Distribuicao Ceara,Comércio e Serviços,2019-02-11,2020-11-30,Ceará,0.0,0.49,11.31,5.21,0.0
Enel Distribuicao Ceara,Comércio e Serviços,2019-10-16,2020-10-16,Ceará,0.0,0.47,704.22,85.82,0.0
Enel Distribuicao Ceara,Comércio e Serviços,2021-04-29,2022-04-29,Ceará,335991.06,0.39,228.84,64.93,9.324278499628185e-11
Enel Distribuicao Ceara,Comércio e Serviços,2021-04-29,2024-06-26,Ceará,83605.56,0.4,42.79,2.36,5.759145764999451e-11
Enel Distribuicao Ceara,Comércio e Serviços,2021-04-30,2023-04-29,Ceará,768193.87,0.55,403.31,85.72,6.788912127734455e-11
Enel Distribuicao Ceara,Educacional,2018-09-24,2021-01-22,Ceará,0.0,0.0,0.0,0.0,0.0
Enel Distribuicao Ceara,Educacional,2021-06-01,2024-11-30,Ceará,2854893.6,0.0,0.0,0.0,0.0
Enel Distribuicao Ceara,Iluminação Pública,2019-10-17,2020-10-17,Ceará,0.0,0.15,269.11,51.22,0.0
Enel Distribuicao Ceara,Iluminação Pública,2019-10-17,2024-05-16,Ceará,191175.67,0.17,178.26,34.32,1.185837792961651e-10
Enel Distribuicao Ceara,Iluminação Pública,2021-04-29,2024-06-29,Ceará,941439.92,0.25,617.11,117.41,8.320444716080104e-11
Enel Distribuicao Ceara,Iluminação Pública,2021-04-30,2024-06-27,Ceará,155341.82,0.16,139.92,33.33,1.1893792416753119e-10
Enel Distribuicao Ceara,Iluminação Pública,2021-04-30,2024-06-28,Ceará,196561.7,0.14,208.32,49.63,1.3994975379162436e-10
Enel Distribuicao Ceara,Iluminação Pública,2022-04-11,2024-12-13,Ceará,223948.32,0.15,149.17,35.54,8.79585595013687e-11
Enel Distribuicao Ceara,Iluminação Pública,2023-08-09,2024-08-08,Ceará,299999.99,0.09,272.04,62.63,1.1896824560602746e-10
Enel Distribuicao Ceara,Poder Público,2017-11-06,2018-11-12,Ceará,0.0,0.76,207.1,54.8,0.0
Enel Distribuicao Ceara,Poder Público,2019-02-11,2020-08-11,Ceará,0.0,0.65,652.3399999999999,97.78999999999999,0.0
Enel Distribuicao Ceara,Poder Público,2019-02-11,2020-09-09,Ceará,0.0,0.46,1416.06,137.56,0.0
Enel Distribuicao Ceara,Poder Público,2019-10-17,2020-10-17,Ceará,0.0,0.6699999999999999,431.22,46.5,0.0
Enel Distribuicao Ceara,Poder Público,2019-10-17,2024-06-16,Ceará,378095.07,0.55,195.22,14.49,5.914984928335733e-11
Enel Distribuicao Ceara,Poder Público,2022-04-11,2024-06-10,Ceará,538873.42,0.56,244.91,49.73,5.830965388075767e-11
Enel Distribuicao Ceara,Poder Público,2022-04-11,2026-06-10,Ceará,1009575.37,0.52,899.98,105.28,1.0618793593182392e-10
Enel Distribuicao Ceara,Poder Público,2023-08-17,2025-02-17,Ceará,677437.38,0.5,423.33,56.92,7.560207903480875e-11
Enel Distribuicao Ceara,Residencial,2019-08-02,2021-03-17,Ceará,0.0,0.69,1408.74,198.98,0.0
Enel Distribuicao Ceara,Serviços Públicos,2019-10-16,2020-10-16,Ceará,0.0,0.2,148.19,70.57,0.0
Enel Distribuicao Ceara,Serviços Públicos,2022-04-11,2024-06-10,Ceará,165664.24,0.34,120.23,27.45,9.506669879008074e-11
Enel Distribuição Ceara,Projeto Piloto,2017-11-06,2018-04-05,Ceará,0.0,0.76,70.52,33.12,0.0
Enel Distribuição Ceará,Baixa Renda,2017-01-18,2017-12-12,Ceará,0.0,0.54,3558.71,849.88,0.0
Enel Distribuição Ceará,Baixa Renda,2018-01-18,2019-01-31,Ceará,0.0,0.32,5805.37,2093.82,0.0
Enel Distribuição Ceará,Comércio e Serviços,2017-10-06,2019-06-05,Ceará,0.0,0.35,1260.7,230.3,0.0
Enel Distribuição Ceará,Poder Público,2016-12-14,2018-06-13,Ceará,0.0,0.67,334.82,87.12,0.0
Enel Distribuição Ceará,Poder Público,2016-12-14,2018-09-12,Ceará,0.0,1.15,445.61,164.35999999999999,0.0
Enel Distribuição Ceará,Poder Público,2017-10-06,2018-08-05,Ceará,0.0,0.51,220.06,33.63,0.0
Enel Distribuição Ceará,Poder Público,2017-10-06,2018-10-05,Ceará,0.0,0.7,388.94,59.01,0.0
Enel Distribuição Ceará,Poder Público,2017-10-06,2019-09-16,Ceará,0.0,4.51,324.42,56.440000000000005,0.0
Energisa,Residencial,2013-01-09,2015-08-31,Sergipe,0.0,0.79,13101.49,3259.8,0.0
Energisa Borborema,Baixa Renda,2008-06-01,2009-05-31,Paraíba,0.0,0.43,1372.67,412.83,0.0
Energisa Borborema,Baixa Renda,2009-06-01,2010-05-31,Paraíba,0.0,1.08,1162.94,343.06,0.0
Energisa Borborema,Baixa Renda,2010-06-01,2011-05-31,Paraíba,0.0,0.8,824.74,255.99,0.0
Energisa Minas Gerais,Comércio e Serviços,2020-02-14,2021-11-30,Minas Gerais,169461.69,0.11,656.34,38.08,4.370047825155621e-10
Energisa Paraiba,Aquecimento Solar,2009-05-01,2010-04-30,Paraíba,0.0,1.56,283.72,109.18,0.0
Energisa Paraiba,Baixa Renda,2008-05-01,2009-04-30,Paraíba,0.0,0.34,4428.85,1340.92,0.0
Energisa Paraiba,Baixa Renda,2009-05-01,2010-04-30,Paraíba,0.0,0.36,2432.64,728.31,0.0
Equatorial Alagoas,Baixa Renda,2020-09-01,2024-08-31,Alagoas,2077846.64,0.61,366.11,6.54,1.9125956396650327e-11
Equatorial Alagoas,Iluminação Pública,2020-09-01,2021-11-26,Alagoas,458490.32,0.41,152.14,36.35,4.384233359078284e-11
Equatorial Alagoas,Iluminação Pública,2020-09-11,2021-11-17,Alagoas,1353396.84,0.3,586.52,140.14,5.7258718168262626e-11
Equatorial Alagoas,Poder Público,2020-04-30,2024-06-28,Alagoas,1458694.85,0.92,480.11,32.28,3.746034052160339e-11
Equatorial Alagoas,Residencial,2020-06-02,2024-04-30,Alagoas,312550.25,0.77,54.17,13.42,2.3062060660921774e-11
Equatorial Alagoas,Residencial,2020-09-11,2023-12-15,Alagoas,5794186.06,0.95,15706.02,0.0,5.781482715309567e-10
Equatorial Alagoas,Serviços Públicos,2020-09-11,2023-09-19,Alagoas,1974761.43,0.42,1635.12,223.98,1.0039767155330296e-10
Equatorial Alagoas,Serviços Públicos,2020-12-15,2023-08-31,Alagoas,1291371.46,0.26,1654.75,259.78,1.5810533211358622e-10
Equatorial Alagoas,Serviços Públicos,2021-08-09,2024-04-30,Alagoas,999314.1,0.43,644.48,97.64,7.919680192935006e-11
Equatorial Maranhao,Poder Público,2020-12-01,2021-06-01,Maranhão,1199549.64,0.85,429.85,21.33,4.0111337142359904e-11
Equatorial Maranhao,Poder Público,2020-12-01,2024-10-01,Maranhão,1199549.64,0.85,429.85,21.33,4.0111337142359904e-11
Equatorial Maranhao,Residencial,2020-06-02,2024-03-30,Maranhão,312281.15,0.81,54.06,13.42,2.3044368862863863e-11
Equatorial Maranhão,Baixa Renda,2022-07-01,2024-06-30,Maranhão,635058.96,0.69,202.68,19.38,3.728995068517239e-11
Equatorial Maranhão,Poder Público,2022-12-01,2024-12-01,Maranhão,559382.05,0.71,179.98,30.76,4.0176672969550166e-11
Equatorial Maranhão,Poder Público,2023-03-01,2024-10-01,Maranhão,186403.49,0.49,59.57,0.87,3.457848180080161e-11
Equatorial Para,Residencial,2020-06-02,2021-06-03,Pará,312297.6,0.79,48.12,10.82,2.0126905111829758e-11
Equatorial Para,Residencial,2020-06-02,2024-04-30,Pará,312297.6,0.79,48.12,10.82,2.0126905111829758e-11
Equatorial Piaui,Baixa Renda,2020-09-01,2024-07-01,Piauí,3719806.0,0.55,890.79,32.0,2.6455630484685843e-11
Equatorial Piaui,Baixa Renda,2020-09-09,2021-09-09,Piauí,3719806.0,0.55,890.79,32.0,2.6455630484685843e-11
Equatorial Piaui,Residencial,2020-06-02,2021-06-03,Piauí,316474.4,0.82,54.28,13.42,2.2813167963408903e-11
Equatorial Piaui,Residencial,2020-06-02,2024-12-31,Piauí,316474.4,0.82,54.28,13.42,2.2813167963408903e-11
Espírito Santo Distribuição de Energia S/A.,Baixa Renda,2003-01-01,2004-12-31,Espírito Santo,3088553.84,0.35,5147.55,2082.0,4.99254065790876e-10
Espírito Santo Distribuição de Energia S/A.,Comércio e Serviços,1999-01-01,2000-12-31,Espírito Santo,2811737.74,0.41,0.0,1892.0,0.0
Espírito Santo Distribuição de Energia S/A.,Comércio e Serviços,2000-01-01,2001-12-31,Espírito Santo,150582.0,0.79,1917.96,0.0,0.0
Espírito Santo Distribuição de Energia S/A.,Comércio e Serviços,2003-01-01,2004-12-31,Espírito Santo,9160.0,0.0,120.0,60.0,4.1912310907925535e-09
Espírito Santo Distribuição de Energia S/A.,Comércio e Serviços,2004-01-01,2005-12-31,Espírito Santo,62400.0,0.0,3620.0,20.0,2.2217442488763525e-10
Espírito Santo Distribuição de Energia S/A.,Comércio e Serviços,2005-01-01,2006-12-31,Espírito Santo,567824.0,1.52,635.0,153.0,2.7610030987365292e-09
Espírito Santo Distribuição de Energia S/A.,Comércio e Serviços,2006-01-01,2007-12-31,Espírito Santo,1243684.0,0.81,1255.58,387.0,6.532812877538866e-10
Espírito Santo Distribuição de Energia S/A.,Iluminação Pública,2000-01-01,2001-12-31,Espírito Santo,1488254.08,2.88,1615.75,368.0,5.697806441358613e-10
Espírito Santo Distribuição de Energia S/A.,Iluminação Pública,2004-01-01,2005-12-31,Espírito Santo,7314922.04,3.35,12539.720000000001,2875.0,5.228250401362937e-09
Espírito Santo Distribuição de Energia S/A.,Industrial,2000-01-01,2001-12-31,Espírito Santo,77865.42,0.0,146.28,139.32,7.823101859374344e-10
Espírito Santo Distribuição de Energia S/A.,Industrial,2003-01-01,2004-12-31,Espírito Santo,1122160.16,0.56,2594.0,1066.0,6.956515475931366e-10
Espírito Santo Distribuição de Energia S/A.,Industrial,2004-01-01,2005-12-31,Espírito Santo,152653.06,0.0,735.36,217.0,5.57684776097619e-09
Espírito Santo Distribuição de Energia S/A.,Industrial,2005-01-01,2006-12-31,Espírito Santo,1853644.36,1.1,6881.01,1268.0,3.657333981099145e-07
Espírito Santo Distribuição de Energia S/A.,Industrial,2006-01-01,2007-12-31,Espírito Santo,1320909.56,0.79,5414.4,0.0,8.74264353005715e-10
Espírito Santo Distribuição de Energia S/A.,Marketing,2003-01-01,2004-12-31,Espírito Santo,42034.8,0.0,720.0,0.0,0.0
Espírito Santo Distribuição de Energia S/A.,Pelo Lado da Oferta/Fator de Carga,2004-01-01,2005-12-31,Espírito Santo,4168573.18,0.99,0.0,2206.24,4.2450030113011786e-10
Espírito Santo Distribuição de Energia S/A.,Pelo Lado da Oferta/Perdas,2004-01-01,2005-12-31,Espírito Santo,17659776.32,0.0,46860.78,11147.689999999999,5.002272020728777e-09
Espírito Santo Distribuição de Energia S/A.,Poder Público,1999-01-01,2000-12-31,Espírito Santo,324924.16,0.84,1397.7,373.2,4.751093961883998e-09
Espírito Santo Distribuição de Energia S/A.,Poder Público,2000-01-01,2001-12-31,Espírito Santo,139492.0,0.84,835.38,102.84,1.4345670353443767e-09
Espírito Santo Distribuição de Energia S/A.,Poder Público,2005-01-01,2006-12-31,Espírito Santo,749116.98,1.65,1474.19,578.54,5.267589351053846e-09
Espírito Santo Distribuição de Energia S/A.,Residencial,1999-01-01,2000-12-31,Espírito Santo,3800698.0,1.53,16605.09,7398.15,3.178653303661238e-09
Espírito Santo Distribuição de Energia S/A.,Residencial,2000-01-01,2001-12-31,Espírito Santo,24860.0,0.0,40.0,10.0,4.2897704623596895e-10
Espírito Santo Distribuição de Energia S/A.,Treinamento,2001-01-01,2002-12-31,Espírito Santo,22094.2,0.0,0.0,0.0,0.0
RGE,Poder Público,2018-03-19,2018-09-24,Rio Grande do Sul,0.0,61.22,453.11,61.22,0.0
RGE SUL,Baixa Renda,2008-07-24,2010-09-03,Rio Grande do Sul,0.0,0.73,229.2,82.21,0.0
RGE SUL,Baixa Renda,2008-07-24,2011-02-16,Rio Grande do Sul,0.0,0.57,184.21,27.47,0.0
RGE SUL,Baixa Renda,2008-08-08,2010-07-16,Rio Grande do Sul,0.0,0.56,29.55,3.75,0.0
RGE SUL,Baixa Renda,2009-02-11,2010-09-29,Rio Grande do Sul,0.0,0.67,187.06,43.47,0.0
RGE SUL,Baixa Renda,2012-11-01,2016-03-02,Rio Grande do Sul,0.0,0.66,11764.7,3261.01,0.0
RGE SUL,Industrial,2009-05-29,2010-06-18,Rio Grande do Sul,0.0,0.58,1870.96,267.62,0.0
RGE SUL,Poder Público,2009-11-23,2010-12-31,Rio Grande do Sul,0.0,0.77,66.84,19.66,0.0
RGE SUL,Poder Público,2018-03-07,2019-04-06,Rio Grande do Sul,0.0,0.36,719.72,46.36,0.0
RGE SUL,Residencial,2012-08-10,2015-09-30,Rio Grande do Sul,0.0,0.66,9203.64,2834.81,0.0
RGE SUL,Rural,2009-07-01,2010-08-08,Rio Grande do Sul,0.0,0.76,233.63,0.0,0.0
RGE SUL,Rural,2009-07-01,2010-08-16,Rio Grande do Sul,0.0,0.55,343.59,0.0,0.0
RGE SUL,Rural,2009-07-06,2016-09-15,Rio Grande do Sul,0.0,0.79,515.64,0.0,0.0
RGE SUL,Rural,2009-07-14,2010-08-16,Rio Grande do Sul,0.0,0.74,360.86,0.0,0.0
RGE SUL,Rural,2009-07-15,2010-08-06,Rio Grande do Sul,0.0,0.65,320.47,0.0,0.0
RGE SUL,Rural,2009-07-22,2010-08-16,Rio Grande do Sul,0.0,0.75,558.23,0.0,0.0
RGE SUL,Rural,2009-08-16,2010-08-06,Rio Grande do Sul,0.0,0.51,282.98,0.0,0.0
RGE SUL,Rural,2009-08-16,2010-08-16,Rio Grande do Sul,0.0,0.67,388.7,0.0,0.0
RGE SUL,Rural,2009-08-16,2010-08-18,Rio Grande do Sul,0.0,0.78,525.08,0.0,0.0
RGE SUL,Rural,2009-08-25,2010-08-06,Rio Grande do Sul,0.0,0.71,411.6,0.0,0.0
RGE SUL,Serviços Públicos,2008-02-29,2010-04-26,Rio Grande do Sul,0.0,0.64,175.03,39.29,0.0
RGE SUL,Serviços Públicos,2013-06-20,2014-03-31,Rio Grande do Sul,0.0,0.71,266.27,100.62,0.0
RGE SUL,Serviços Públicos,2014-07-01,2015-12-24,Rio Grande do Sul,0.0,0.79,202.18,18.28,0.0
Rio Grande Energia S.A,Baixa Renda,2008-07-18,2009-07-18,Rio Grande do Sul,0.0,0.33,3041.67,1750.0,0.0
Rio Grande Energia S.A,Baixa Renda,2009-01-01,2010-01-01,Rio Grande do Sul,0.0,0.34,3041.67,1750.0,0.0
Rio Grande Energia S.A,Baixa Renda,2009-12-29,2010-12-29,Rio Grande do Sul,0.0,0.34,5694.0,3276.0,0.0
Rio Grande Energia S.A,Baixa Renda,2010-07-21,2011-07-21,Rio Grande do Sul,0.0,0.26,8285.32,2269.95,0.0
Rio Grande Energia S.A,Baixa Renda,2011-06-22,2012-06-22,Rio Grande do Sul,0.0,0.74,5258.74,1440.75,0.0
Rio Grande Energia S.A,Baixa Renda,2012-03-01,2014-10-01,Rio Grande do Sul,0.0,0.38,17795.62,5156.84,0.0
Rio Grande Energia S.A,Baixa Renda,2013-05-20,2015-05-22,Rio Grande do Sul,0.0,0.75,1044.63,683.11,0.0
Rio Grande Energia S.A,Baixa Renda,2014-01-23,2016-04-25,Rio Grande do Sul,0.0,0.43,8222.62,3239.19,0.0
Rio Grande Energia S.A,Baixa Renda,2015-04-14,2017-02-14,Rio Grande do Sul,0.0,0.52,2555.47,1077.7,0.0
Rio Grande Energia S.A,Baixa Renda,2016-03-23,2017-10-24,Rio Grande do Sul,0.0,0.49,2350.85,947.23,0.0
Rio Grande Energia S.A,Baixa Renda,2016-11-24,2018-01-24,Rio Grande do Sul,0.0,0.28,4854.54,1899.88,0.0
Rio Grande Energia S.A,Comércio e Serviços,2016-07-22,2017-04-12,Rio Grande do Sul,0.0,0.78,465.61,119.11,0.0
Rio Grande Energia S.A,Industrial,2008-11-01,2009-11-01,Rio Grande do Sul,0.0,0.3,2079.55,256.39,0.0
Rio Grande Energia S.A,Industrial,2010-11-22,2015-08-31,Rio Grande do Sul,0.0,0.42,1643.32,198.56,0.0
Rio Grande Energia S.A,Industrial,2015-03-17,2015-11-26,Rio Grande do Sul,0.0,0.4,500.73,52.2,0.0
Rio Grande Energia S.A,Industrial,2016-06-22,2017-01-16,Rio Grande do Sul,0.0,0.55,773.29,93.67,0.0
Rio Grande Energia S.A,Poder Público,2008-07-01,2009-07-01,Rio Grande do Sul,0.0,0.3,2011.97,427.2,0.0
Rio Grande Energia S.A,Poder Público,2009-07-22,2010-07-22,Rio Grande do Sul,0.0,0.46,1495.04,317.44,0.0
Rio Grande Energia S.A,Poder Público,2009-12-17,2010-12-17,Rio Grande do Sul,0.0,0.47,277.21,106.01,0.0
Rio Grande Energia S.A,Poder Público,2010-07-19,2011-12-31,Rio Grande do Sul,0.0,0.37,6304.28,712.47,0.0
Rio Grande Energia S.A,Poder Público,2011-02-02,2014-08-29,Rio Grande do Sul,0.0,0.42,1804.92,222.4,0.0
Rio Grande Energia S.A,Poder Público,2011-03-01,2012-03-01,Rio Grande do Sul,0.0,0.3,461.57,1028.0,0.0
Rio Grande Energia S.A,Poder Público,2012-04-16,2013-04-30,Rio Grande do Sul,0.0,0.35,4698.28,530.97,0.0
Rio Grande Energia S.A,Poder Público,2014-03-24,2015-08-27,Rio Grande do Sul,0.0,0.55,830.92,174.68,0.0
Rio Grande Energia S.A,Poder Público,2016-09-29,2017-08-28,Rio Grande do Sul,0.0,0.46,469.8,96.36,0.0
Rio Grande Energia S.A,Serviços Públicos,2008-12-01,2009-12-01,Rio Grande do Sul,0.0,0.63,617.28,335.6,0.0
Rio Grande Energia S.A,Serviços Públicos,2010-09-22,2011-09-22,Rio Grande do Sul,0.0,0.32,130.04,1073.71,0.0
Rio Grande Energia S.A,Serviços Públicos,2012-05-16,2013-07-08,Rio Grande do Sul,0.0,0.51,1152.92,0.0,0.0
Rio Grande Energia S.A,Serviços Públicos,2014-08-07,2016-05-31,Rio Grande do Sul,0.0,0.45,532.01,57.06,0.0
Rio Grande Energia S.A.,Poder Público,2008-07-22,2009-07-22,Rio Grande do Sul,0.0,0.49,1538.81,326.35,0.0
Rio Grande Energia S/A,Baixa Renda,2018-04-11,2020-02-12,Rio Grande do Sul,0.0,0.75,2337.76,812.02,0.03359044437609763
Rio Grande Energia S/A,Industrial,2017-06-18,2018-12-18,Rio Grande do Sul,0.0,0.57,720.53,128.99,0.0
Rio Grande Energia S/A,Industrial,2017-07-14,2018-04-27,Rio Grande do Sul,0.0,0.74,93.57,17.99,0.0
Rio Grande Energia S/A,Industrial,2017-10-23,2018-05-30,Rio Grande do Sul,0.0,0.57,689.08,37.82,0.0
Rio Grande Energia S/A,Industrial,2018-06-08,2019-06-08,Rio Grande do Sul,0.0,0.38,1670.75,270.12,0.0
Rio Grande Energia S/A,Poder Público,2017-01-23,2017-06-07,Rio Grande do Sul,0.0,0.76,332.39,50.59,0.0
Rio Grande Energia S/A,Poder Público,2018-06-19,2023-08-10,Rio Grande do Sul,0.0,0.51,2184.13,225.12,0.025693152573549018
Rio Grande Energia S/A,Poder Público,2018-07-26,2019-07-26,Rio Grande do Sul,0.0,0.41,2.69,0.0,0.0
SULGIPE,Baixa Renda,2013-07-01,2014-06-30,Sergipe,0.0,0.4,1532.65,565.15,0.0
SULGIPE,Baixa Renda,2015-11-01,2016-10-31,Sergipe,0.0,0.26,1053.11,524.59,0.0
SULGIPE,Iluminação Pública,2017-05-29,2018-12-31,Sergipe,0.0,0.28,622.44,142.11,0.0
